Price	Adj Close	Close	High	Low	Open	Volume
Date						
2010-03-11	0.6008641123771667	0.6604999899864197	0.6604999899864197	0.6424999833106995	0.6424999833106995	3702000
2010-03-12	0.5860057473182678	0.6441670060157776	0.6653329730033875	0.6441670060157776	0.6610000133514404	4548000
2010-03-15	0.5675076246261597	0.6238330006599426	0.6380000114440918	0.6141669750213623	0.6311669945716858	534000
2010-03-16	0.6135998964309692	0.6744999885559082	0.6751670241355896	0.630666971206665	0.6316670179367065	1260000
2010-03-17	0.6357359290122986	0.6988329887390137	0.7070000171661377	0.6861670017242432	0.699999988079071	2610000
2010-03-18	0.6202707886695862	0.681833028793335	0.7008330225944519	0.6721670031547546	0.6988329887390137	1584000
2010-03-19	0.5920698642730713	0.650833010673523	0.6736670136451721	0.6396669745445251	0.6733329892158508	1596000
2010-03-22	0.6348263025283813	0.6978330016136169	0.7003329992294312	0.6343330144882202	0.6380000114440918	3804000
2010-03-23	0.6757630705833435	0.7428330183029175	0.7455000281333923	0.7073330283164978	0.7076669931411743	6114000
2010-03-24	0.6383141279220581	0.7016670107841492	0.7356669902801514	0.6980000138282776	0.7356669902801514	2034000
2010-03-25	0.635129988193512	0.6981670260429382	0.7425000071525574	0.6974999904632568	0.7319999933242798	2034000
2010-03-26	0.6251230835914612	0.6871669888496399	0.7204999923706055	0.6735000014305115	0.7168329954147339	2322000
2010-03-29	0.6419528722763062	0.7056670188903809	0.7136669754981995	0.7006670236587524	0.7093330025672913	1380000
2010-03-30	0.654233992099762	0.7191669940948486	0.7266669869422913	0.6981670260429382	0.7166669964790344	1920000
2010-03-31	0.644075334072113	0.7080000042915344	0.7300000190734863	0.7041670083999634	0.7246670126914978	1080000
2010-04-01	0.6461977362632751	0.710332989692688	0.7571669816970825	0.6984999775886536	0.7278329730033875	1644000
2010-04-05	0.7009322047233582	0.7705000042915344	0.7733330130577087	0.6901670098304749	0.7373329997062683	1500000
2010-04-06	0.6903185248374939	0.7588329911231995	0.7696670293807983	0.7471669912338257	0.7558330297470093	1998000
2010-04-07	0.6971412897109985	0.7663329839706421	0.7821670174598694	0.741832971572876	0.7628329992294312	3414000
2010-04-08	0.6724282503128052	0.7391669750213623	0.7524999976158142	0.714667022228241	0.7524999976158142	4470000
2010-04-09	0.6903185248374939	0.7588329911231995	0.7591670155525208	0.730666995048523	0.7476670145988464	1254000
2010-04-12	0.7076030373573303	0.7778329849243164	0.7975000143051147	0.7611669898033142	0.7703329920768738	2400000
2010-04-13	0.7212487459182739	0.7928329706192017	0.7966669797897339	0.7721670269966125	0.7821670174598694	2904000
2010-04-14	0.8140393495559692	0.8948330283164978	0.8976669907569885	0.8420000076293945	0.8420000076293945	6504000
2010-04-15	0.8210140466690063	0.9024999737739563	0.9231669902801514	0.8923329710960388	0.9108330011367798	12666000
2010-04-16	0.7906906604766846	0.8691669702529907	0.8916670083999634	0.828499972820282	0.8916670083999634	4452000
2010-04-19	0.7640049457550049	0.8398330211639404	0.8654999732971191	0.7918329834938049	0.8399999737739563	5712000
2010-04-20	0.8010002970695496	0.8805000185966492	0.886667013168335	0.8583329916000366	0.8643329739570618	2922000
2010-04-21	0.7759833931922913	0.8529999852180481	0.9061669707298279	0.8140000104904175	0.886667013168335	5772000
2010-04-22	0.819801390171051	0.9011669754981995	0.9039999842643738	0.7973330020904541	0.8363329768180847	6594000
2010-04-23	0.8234401941299438	0.9051669836044312	0.9160000085830688	0.8686670064926147	0.9160000085830688	3600000
2010-04-26	0.830717921257019	0.9131669998168945	0.9380000233650208	0.9068329930305481	0.913332998752594	3846000
2010-04-27	0.7447502613067627	0.8186669945716858	0.906499981880188	0.8159999847412109	0.875	5112000
2010-04-28	0.7596086263656616	0.8349999785423279	0.8791670203208923	0.7935000061988831	0.835332989692688	6864000
2010-04-29	0.7856873869895935	0.8636670112609863	0.8666669726371765	0.8255000114440918	0.835332989692688	5838000
2010-04-30	0.6797059178352356	0.7471669912338257	0.8416669964790344	0.7453330159187317	0.8416669964790344	10104000
2010-05-03	0.7297400236129761	0.8021669983863831	0.8140000104904175	0.7576670050621033	0.7576670050621033	4926000
2010-05-04	0.6331585049629211	0.6959999799728394	0.7854999899864197	0.6613330245018005	0.7854999899864197	19164000
2010-05-05	0.6128422021865845	0.6736670136451721	0.7058330178260803	0.6414999961853027	0.6850000023841858	7920000
2010-05-06	0.5606848001480103	0.6163330078125	0.695667028427124	0.41666701436042786	0.6666669845581055	17448000
2010-05-07	0.5265704989433289	0.5788329839706421	0.618166983127594	0.5143330097198486	0.6000000238418579	12372000
2010-05-10	0.6186032891273499	0.6800000071525574	0.6826670169830322	0.6468330025672913	0.6800000071525574	7206000
2010-05-11	0.6067771315574646	0.6669999957084656	0.7024999856948853	0.6355000138282776	0.6436669826507568	27720000
2010-05-12	0.6560534834861755	0.7211670279502869	0.7246670126914978	0.6779999732971191	0.6779999732971191	42330000
2010-05-13	0.6046547293663025	0.664667010307312	0.7308329939842224	0.6554999947547913	0.7018330097198486	28992000
2010-05-14	0.5494653582572937	0.6039999723434448	0.6489999890327454	0.5676670074462891	0.6489999890327454	15846000
2010-05-17	0.5722082853317261	0.6290000081062317	0.6348329782485962	0.5699999928474426	0.5911669731140137	19140000
2010-05-18	0.5255099534988403	0.5776669979095459	0.6553329825401306	0.5691670179367065	0.6445000171661377	16128000
2010-05-19	0.5338484644889832	0.5868330001831055	0.6041669845581055	0.5466669797897339	0.5748329758644104	21306000
2010-05-20	0.49033409357070923	0.5389999747276306	0.5761669874191284	0.5043330192565918	0.5416669845581055	10638000
2010-05-21	0.5223259329795837	0.574167013168335	0.5989999771118164	0.503832995891571	0.5166670083999634	11220000
2010-05-24	0.4915466606616974	0.5403329730033875	0.584833025932312	0.5403329730033875	0.5628330111503601	10944000
2010-05-25	0.502615213394165	0.5525000095367432	0.5526670217514038	0.4749999940395355	0.4943329989910126	10818000
2010-05-26	0.5000379085540771	0.5496670007705688	0.6036670207977295	0.546500027179718	0.5803329944610596	14250000
2010-05-27	0.5761499404907227	0.6333330273628235	0.6341670155525208	0.5839999914169312	0.5923330187797546	10578000
2010-05-28	0.5484036207199097	0.6028329730033875	0.6406670212745667	0.5771669745445251	0.6406670212745667	9288000
2010-06-01	0.5111055970191956	0.5618330240249634	0.621167004108429	0.5618330240249634	0.5989999771118164	4530000
2010-06-02	0.5656881928443909	0.6218330264091492	0.6225000023841858	0.5641670227050781	0.581833004951477	11094000
2010-06-03	0.5873703360557556	0.6456670165061951	0.652999997138977	0.6150000095367432	0.6330000162124634	9102000
2010-06-04	0.5109546184539795	0.5616670250892639	0.6305000185966492	0.5525000095367432	0.6290000081062317	13650000
2010-06-07	0.45394572615623474	0.49900001287460327	0.578000009059906	0.4950000047683716	0.569832980632782	18312000
2010-06-08	0.44894224405288696	0.4934999942779541	0.5041670203208923	0.45683300495147705	0.5018330216407776	12504000
2010-06-09	0.439997136592865	0.4836669862270355	0.5385000109672546	0.47749999165534973	0.5070000290870667	8634000
2010-06-10	0.4883628487586975	0.5368329882621765	0.5386670231819153	0.5015000104904175	0.5093330144882202	9504000
2010-06-11	0.5092862248420715	0.5598329901695251	0.5621669888496399	0.5133330225944519	0.5180000066757202	6510000
2010-06-14	0.5189899802207947	0.5705000162124634	0.6025000214576721	0.5691670179367065	0.5868330001831055	6924000
2010-06-15	0.6054126024246216	0.6654999852180481	0.6696670055389404	0.5833330154418945	0.5833330154418945	14508000
2010-06-16	0.6137517094612122	0.6746670007705688	0.6896669864654541	0.6340000033378601	0.6513329744338989	14226000
2010-06-17	0.6098092198371887	0.6703330278396606	0.6894999742507935	0.6361669898033142	0.6880000233650208	8724000
2010-06-18	0.6057153940200806	0.6658329963684082	0.6825000047683716	0.6566669940948486	0.6735000014305115	4656000
2010-06-21	0.5896444916725159	0.6481670141220093	0.7131670117378235	0.6359999775886536	0.695667028427124	9054000
2010-06-22	0.5585623979568481	0.6140000224113464	0.6769999861717224	0.6083329916000366	0.6513329744338989	9888000
2010-06-23	0.5634139180183411	0.619333028793335	0.6424999833106995	0.5864999890327454	0.6200000047683716	8076000
2010-06-24	0.5142896175384521	0.5653330087661743	0.6106669902801514	0.5578330159187317	0.6085000038146973	11754000
2010-06-25	0.5159580111503601	0.5671669840812683	0.5734999775886536	0.536666989326477	0.5718330144882202	8718000
2010-06-28	0.5220220685005188	0.5738329887390137	0.5923330187797546	0.5528330206871033	0.5615000128746033	4248000
2010-06-29	0.450913667678833	0.4956670105457306	0.5446670055389404	0.48583298921585083	0.5446670055389404	23970000
2010-06-30	0.4290805757045746	0.47166699171066284	0.5146669745445251	0.46766701340675354	0.4984999895095825	10842000
2010-07-01	0.4307481646537781	0.47350001335144043	0.4863330125808716	0.4345000088214874	0.4749999940395355	10716000
2010-07-02	0.4254418611526489	0.46766701340675354	0.4814999997615814	0.4443329870700836	0.47450000047683716	7032000
2010-07-06	0.4246830642223358	0.4668329954147339	0.5049999952316284	0.4548330008983612	0.4956670105457306	24060000
2010-07-07	0.4913957715034485	0.540166974067688	0.5410000085830688	0.46700000762939453	0.46700000762939453	13650000
2010-07-08	0.48775696754455566	0.5361670255661011	0.5601670145988464	0.5106670260429382	0.5601670145988464	14706000
2010-07-09	0.5045865178108215	0.5546669960021973	0.5563330054283142	0.527167022228241	0.5385000109672546	7512000
2010-07-12	0.5238415002822876	0.5758330225944519	0.5821670293807983	0.5509999990463257	0.5573329925537109	8718000
2010-07-13	0.5575007796287537	0.6128330230712891	0.6186670064926147	0.5863329768180847	0.5966669917106628	11688000
2010-07-14	0.5523463487625122	0.6071670055389404	0.6466670036315918	0.5953329801559448	0.6399999856948853	16902000
2010-07-15	0.5452196598052979	0.5993329882621765	0.605666995048523	0.5680000185966492	0.5989999771118164	11166000
2010-07-16	0.49336621165275574	0.5423330068588257	0.5923330187797546	0.541333019733429	0.588333010673523	7878000
2010-07-19	0.5306642651557922	0.5833330154418945	0.5855000019073486	0.5471670031547546	0.559499979019165	7908000
2010-07-20	0.5321807861328125	0.5849999785423279	0.5851669907569885	0.5196670293807983	0.5394999980926514	14142000
2010-07-21	0.49988606572151184	0.5494999885559082	0.5961670279502869	0.5456669926643372	0.5961670279502869	10890000
2010-07-22	0.5456746220588684	0.5998330116271973	0.6116669774055481	0.5583329796791077	0.5583329796791077	10308000
2010-07-23	0.5561360716819763	0.6113330125808716	0.6154999732971191	0.5798329710960388	0.5950000286102295	7092000
2010-07-26	0.5761499404907227	0.6333330273628235	0.6368330121040344	0.5931670069694519	0.6116669774055481	8622000
2010-07-27	0.5643236637115479	0.6203330159187317	0.6471670269966125	0.6123329997062683	0.6471670269966125	10470000
2010-07-28	0.5350620150566101	0.5881670117378235	0.6265000104904175	0.5783330202102661	0.612500011920929	17106000
2010-07-29	0.502615213394165	0.5525000095367432	0.5960000157356262	0.5301669836044312	0.5948330163955688	24666000
2010-07-30	0.4868471026420593	0.5351669788360596	0.5456669926643372	0.5076670050621033	0.539667010307312	13908000
2010-08-02	0.5126219987869263	0.5634999871253967	0.5716670155525208	0.5421670079231262	0.5621669888496399	19812000
2010-08-03	0.49715694785118103	0.546500027179718	0.5648329854011536	0.5323330163955688	0.5636669993400574	11742000
2010-08-04	0.5117122530937195	0.5625	0.5641670227050781	0.5323330163955688	0.5483329892158508	8508000
2010-08-05	0.4994312822818756	0.5490000247955322	0.5669999718666077	0.5433329939842224	0.5593330264091492	7224000
2010-08-06	0.5000379085540771	0.5496670007705688	0.5609999895095825	0.5291669964790344	0.5388330221176147	7914000
2010-08-09	0.5082255005836487	0.558667004108429	0.5666670203208923	0.5400000214576721	0.5536670088768005	7584000
2010-08-10	0.46925878524780273	0.5158330202102661	0.5416669845581055	0.5008329749107361	0.5416669845581055	18732000
2010-08-11	0.41270580887794495	0.453667014837265	0.48316699266433716	0.4406670033931732	0.4826669991016388	30720000
2010-08-12	0.39617905020713806	0.43549999594688416	0.4415000081062317	0.40666699409484863	0.42149999737739563	27768000
2010-08-13	0.38420090079307556	0.4223330020904541	0.4494999945163727	0.42149999737739563	0.43766701221466064	9888000
2010-08-16	0.3881436288356781	0.4266670048236847	0.43983298540115356	0.4083330035209656	0.4183329939842224	15528000
2010-08-17	0.40300190448760986	0.4429999887943268	0.4580000042915344	0.4334999918937683	0.4431670010089874	14430000
2010-08-18	0.41649559140205383	0.4578329920768738	0.4645000100135803	0.438167005777359	0.44699999690055847	10218000
2010-08-19	0.3955722153186798	0.43483299016952515	0.45933300256729126	0.4288330078125	0.45249998569488525	11196000
2010-08-20	0.4001207649707794	0.43983298540115356	0.45283299684524536	0.4306670129299164	0.43883299827575684	8682000
2010-08-23	0.38602036237716675	0.42433300614356995	0.45433300733566284	0.4238330125808716	0.452333003282547	15390000
2010-08-24	0.36646154522895813	0.4028330147266388	0.41666701436042786	0.39316698908805847	0.40733298659324646	13998000
2010-08-25	0.3775300085544586	0.41499999165534973	0.4201669991016388	0.3824999928474426	0.39716699719429016	19578000
2010-08-26	0.3559998571872711	0.3913330137729645	0.42466700077056885	0.3869999945163727	0.4223330020904541	15816000
2010-08-27	0.37722694873809814	0.414667010307312	0.41916701197624207	0.3713330030441284	0.4031670093536377	22824000
2010-08-30	0.34993574023246765	0.3846670091152191	0.41416698694229126	0.3840000033378601	0.4086669981479645	11874000
2010-08-31	0.327647864818573	0.360166996717453	0.3894999921321869	0.3548330068588257	0.38166698813438416	17046000
2010-09-01	0.3581230342388153	0.3936670124530792	0.40549999475479126	0.37483298778533936	0.37483298778533936	21294000
2010-09-02	0.38192665576934814	0.4198330044746399	0.4198330044746399	0.3923330008983612	0.4003329873085022	32310000
2010-09-03	0.39845338463783264	0.43799999356269836	0.44749999046325684	0.41666701436042786	0.4363330006599426	39972000
2010-09-07	0.37692320346832275	0.4143329858779907	0.4375	0.4099999964237213	0.4341669976711273	24540000
2010-09-08	0.37070709466934204	0.4074999988079071	0.4188329875469208	0.39583298563957214	0.4161669909954071	55176000
2010-09-09	0.3722236454486847	0.40916699171066284	0.4238330125808716	0.4043329954147339	0.42283299565315247	16536000
2010-09-10	0.3576681613922119	0.39316698908805847	0.4106670022010803	0.375667005777359	0.40549999475479126	50568000
2010-09-13	0.39314693212509155	0.4321669936180115	0.4331670105457306	0.40450000762939453	0.4050000011920929	34164000
2010-09-14	0.41240194439888	0.4533329904079437	0.461667001247406	0.41633298993110657	0.42833301424980164	29940000
2010-09-15	0.4092179834842682	0.4498330056667328	0.4508329927921295	0.43149998784065247	0.4440000057220459	20400000
2010-09-16	0.4178602695465088	0.45933300256729126	0.460999995470047	0.43799999356269836	0.4408330023288727	15978000
2010-09-17	0.4181640148162842	0.45966699719429016	0.46799999475479126	0.45249998569488525	0.4659999907016754	14418000
2010-09-20	0.42316734790802	0.46516698598861694	0.467833012342453	0.4458329975605011	0.4598329961299896	39192000
2010-09-21	0.4202864170074463	0.4620000123977661	0.47416698932647705	0.4576669931411743	0.4634999930858612	18630000
2010-09-22	0.4029660224914551	0.4428330063819885	0.46050000190734863	0.4325000047683716	0.4560000002384186	25320000
2010-09-23	0.4107007682323456	0.4513329863548279	0.4743329882621765	0.42216700315475464	0.43050000071525574	21150000
2010-09-24	0.4595363140106201	0.5049999952316284	0.5076670050621033	0.47166699171066284	0.47166699171066284	25266000
2010-09-27	0.4516494870185852	0.4963330030441284	0.5101670026779175	0.49050000309944153	0.5088329911231995	20460000
2010-09-28	0.4727308452129364	0.5195000171661377	0.522333025932312	0.48183301091194153	0.5023329854011536	25440000
2010-09-29	0.48319557309150696	0.531000018119812	0.5426669716835022	0.5099999904632568	0.5099999904632568	31692000
